city,latitude,longitude,country,population
Bourges,47.0844,2.3964,France,64551
Boras,57.7304,12.92,Sweden,65008
Middletown,40.3893,-74.082,United States,65475
Franklin Township,40.4759,-74.5515,United States,65452
Ishimbay,53.45,56.0333,Russia,65422
Korosten,50.95,28.65,Ukraine,63525
Wellington,26.6461,-80.2699,United States,65398
Kurihara,38.7303,141.0214,Japan,65313
Tamana,32.9281,130.5597,Japan,64966
Pflugerville,30.452,-97.6022,United States,65380
Birnin Konni,13.7904,5.2599,Niger,65252
Palo Alto,37.3913,-122.1468,United States,65364
Pessac,44.8067,-0.6311,France,63808
Neuwied,50.4286,7.4614,Germany,64574
Torquay,50.47,-3.53,United Kingdom,65245
Bhairahawa,27.5,83.45,Nepal,63483
Halabjah,35.1833,45.9833,Iraq,65200
Great Falls,47.5022,-111.2995,United States,65131
Esquipulas,14.6167,-89.2,Guatemala,65000
Dormagen,51.0964,6.84,Germany,64335
Caripito,10.111,-63.1048,Venezuela,64955
Michigan City,41.7099,-86.8705,United States,65058
Pokrovsk,48.2833,37.1833,Ukraine,63437
Ji-Parana,-10.8333,-61.967,Brazil,65016
Rosenheim,47.8561,12.1289,Germany,63324
Bucak,37.4592,30.595,Turkey,64943
Hornchurch,51.5565,0.2128,United Kingdom,63583
Donskoy,53.9667,38.3167,Russia,63631
Tadepalle,16.4667,80.6,India,64149
La Carlota,10.4167,122.9167,Philippines,64469
Eden Prairie,44.8488,-93.4595,United States,64893
Port Orange,29.1084,-81.0137,United States,64842
Teoloyucan,19.7442,-99.1811,Mexico,63115
Neubrandenburg,53.5569,13.2608,Germany,64086
Dublin,37.7161,-121.8963,United States,64826
Asahi,35.7203,140.6467,Japan,64302
Carmichael,38.6337,-121.323,United States,64785
Gadwal,16.23,77.8,India,63177
Rafha,29.6202,43.4948,Saudi Arabia,64755
Grand Forks,47.9218,-97.0886,United States,64748
Tsuruga,35.6372,136.0806,Japan,64474
Santo Domingo Tehuantepec,16.3184,-95.2478,Mexico,64639
Binga,2.3834,20.42,Congo (Kinshasa),64639
Noblesville,40.0354,-86.0042,United States,64668
Jatani,20.17,85.7,India,63697
Rahat,31.3925,34.7544,Israel,64462
Apaseo el Alto,20.45,-100.6167,Mexico,64443
Qinggang,46.69,126.1,China,64182
San Felipe,-32.7507,-70.7251,Chile,64120
San Clemente,33.4498,-117.6103,United States,64558
Ban Lam Sam Kaeo,13.9726,100.6506,Thailand,63271
Santiago Tianguistenco,19.1797,-99.4706,Mexico,64365
Brentwood,37.9355,-121.7191,United States,64474
Kristiansand,58.1467,7.9956,Norway,64057
Sittingbourne,51.34,0.74,United Kingdom,62500
Zvornik,44.3833,19.1,Bosnia And Herzegovina,63686
Grevenbroich,51.0883,6.5875,Germany,63620
Asbest,57,61.4667,Russia,64091
Povoa de Varzim,41.3916,-8.7571,Portugal,63408
Bandar-e Genaveh,29.5833,50.5167,Iran,64110
Eastvale,33.9617,-117.5802,United States,64157
Nawa,32.8833,36.05,Syria,63676
At Tall,33.6103,36.3106,Syria,63554
Mazabuka,-15.86,27.76,Zambia,64006
Chapel Hill,35.927,-79.0391,United States,64051
Rocky Mount,35.9676,-77.8048,United States,64018
Lugano,46.0103,8.9625,Switzerland,63185
Haverhill,42.7838,-71.0871,United States,64014
Gaya,11.8878,3.4467,Niger,63815
Klintsy,52.7528,32.2361,Russia,62936
Fujioka,36.2667,139.0667,Japan,63556
Woking,51.3162,-0.561,United Kingdom,62796
Zarand,30.8128,56.5639,Iran,63744
Beloit,42.523,-89.0184,United States,63762
Quimper,47.9967,-4.0964,France,62985
Nankana Sahib,31.4492,73.7124,Pakistan,63073
Velika Gorica,45.7,16.0667,Croatia,63517
Gloucester,39.7924,-75.0363,United States,63700
Chincha Alta,-13.45,-76.1333,Peru,63671
Shiroi,35.7917,140.0564,Japan,61931
San Juan de Sabinas,27.9167,-101.3,Mexico,63522
Budennovsk,44.7833,44.15,Russia,62495
Glens Falls,43.3109,-73.6459,United States,63499
Graaff-Reinet,-32.2522,24.5406,South Africa,62896
Ain Sefra,32.7604,-0.5799,Algeria,63420
Herten,51.6,7.1333,Germany,61791
Granby,45.4,-72.7333,Canada,63433
Tangub,8.0667,123.75,Philippines,63011
Roeselare,50.9447,3.1233,Belgium,62301
Moca,19.397,-70.523,Dominican Republic,61834
Castro Valley,37.7091,-122.0631,United States,63288
Medicine Hat,50.0417,-110.6775,Canada,63260
Fairbanks,64.8353,-147.6534,United States,63245
Vol'sk,52.05,47.3833,Russia,63212
Springfield,44.0538,-122.981,United States,63230
Balboa,8.9571,-79.5593,Panama,62882
Rhondda,51.6159,-3.4175,United Kingdom,62545
Novaya Balakhna,56.4943,43.5944,Russia,63083
Grande Prairie,55.1708,-118.7947,Canada,63166
Oudtshoorn,-33.5833,22.2,South Africa,61507
Johnstown,40.3258,-78.9193,United States,63141
West Hartford,41.7669,-72.7536,United States,63127
Bannu,32.9889,70.6056,Pakistan,62191
Lomza,53.1833,22.0833,Poland,62700
Caldiran,39.1419,43.9139,Turkey,63013
Kasongo,-4.45,26.66,Congo (Kinshasa),63000
Nago,26.5917,127.9775,Japan,62725
Coon Rapids,45.1755,-93.3095,United States,62998
Elmira,42.0938,-76.8097,United States,62989
Palmela,38.5667,-8.9,Portugal,62831
Yurimaguas,-5.9,-76.0833,Peru,62903
Deva,45.8719,22.9117,Romania,61123
Mankato,44.1712,-93.9773,United States,62889
Nkawkaw,6.5505,-0.78,Ghana,62667
Albany,44.6274,-123.0966,United States,62880
Mut,36.6458,33.4375,Turkey,62853
Cruz Alta,-28.6386,-53.6064,Brazil,62821
Rossosh',50.1983,39.5672,Russia,62827
Kolomyya,48.5167,25.0333,Ukraine,61269
Dundalk,39.2703,-76.4942,United States,62768
Margate,51.385,1.3838,United Kingdom,61223
Revda,56.8,59.9167,Russia,62687
Borisoglebsk,51.3667,42.0833,Russia,62669
Kotlas,61.25,46.65,Russia,61805
Encinitas,33.049,-117.2613,United States,62709
Montelimar,44.5581,4.7508,France,61861
Runcorn,53.341,-2.729,United Kingdom,61789
Ogoshi,32.8858,130.7897,Japan,61531
Zelenogorsk,56.1,94.5833,Russia,62245
Leander,30.5728,-97.8618,United States,62608
Mobarakeh,32.3464,51.5044,Iran,62454
Tendo,38.3622,140.3783,Japan,62032
Mayaguez,18.2003,-67.1397,Puerto Rico,62579
Leninogorsk,54.5989,52.4423,Russia,62531
Greenwich,41.0665,-73.6368,United States,62574
Wels,48.15,14.0167,Austria,61233
Parkersburg,39.2624,-81.542,United States,62566
Kayes,-4.1806,13.2889,Congo (Brazzaville),62521
Villa Carlos Paz,-31.4,-64.5167,Argentina,62423
Waltham,42.3889,-71.2423,United States,62495
Tanjungpandan,-2.75,107.65,Indonesia,62374
Bethesda,38.9866,-77.1188,United States,62448
Morecambe,54.073,-2.87,United Kingdom,60768
Boryspil',50.35,30.95,Ukraine,62281
Villach,46.6167,13.8333,Austria,61879
Tuapse,44.1,39.0833,Russia,62269
Dajabon,19.5667,-71.71,Dominican Republic,62046
San Luis Obispo,35.2669,-120.6691,United States,62290
Figueira da Foz,40.1508,-8.8618,Portugal,62125
Benevento,41.1256,14.7811,Italy,61791
Bergheim,50.9667,6.65,Germany,61612
Sebring,27.477,-81.453,United States,62250
Chistopol',55.3648,50.6407,Russia,62200
Puerto Penasco,31.3167,-113.5369,Mexico,62177
Council Bluffs,41.2369,-95.8517,United States,62166
Ocoyoacac,19.2739,-99.4606,Mexico,61805
Penapolis,-21.42,-50.0778,Brazil,62071
Aisai,35.15,136.7333,Japan,61234
Hamilton,39.3938,-84.5653,United States,62082
Ferkessedougou,9.5928,-5.1944,Côte D’Ivoire,62008
Moore,35.3293,-97.4758,United States,62055
Zaraza,9.3394,-65.3167,Venezuela,62027
San Francisco,-31.4356,-62.0714,Argentina,62000
Civitavecchia,42.1004,11.8,Italy,61316
Palm Harbor,28.0847,-82.7481,United States,61995
Casa Grande,32.9068,-111.7624,United States,61966
Monessen,40.1519,-79.8828,United States,61960
San Antonio del Tachira,7.8145,-72.4431,Venezuela,61630
Mielec,50.2833,21.4333,Poland,60628
Polevskoy,56.45,60.1833,Russia,61853
Coburg,50.2666,10.9666,Germany,61054
Satbaev,47.9,67.5333,Kazakhstan,61883
Sarandi,-34.6833,-58.3333,Argentina,60752
Derik,37.3644,40.2689,Turkey,61830
Heroica Caborca,30.7167,-112.15,Mexico,59922
Ar Rastan,34.9167,36.7333,Syria,61176
Itoman,26.1236,127.6658,Japan,60546
Zamora,41.5033,-5.7556,Spain,61406
Lys'va,58.1086,57.8053,Russia,61752
Trikala,39.55,21.7667,Greece,61653
Slutsk,53.0167,27.55,Belarus,61700
Friedrichshafen,47.6542,9.4792,Germany,60865
Schwabisch Gmund,48.8,9.8,Germany,61186
Rubizhne,49.0167,38.3667,Ukraine,59951
St. Thomas,42.775,-81.1833,Canada,61707
Sibay,52.7,58.65,Russia,61266
Sawahlunto,-0.6828,100.7783,Indonesia,61427
Tarnowskie Gory,50.45,18.8667,Poland,60879
Fairfield,41.1775,-73.2733,United States,61598
Airdrie,51.2917,-114.0144,Canada,61581
Wanparti,16.361,78.0627,India,60949
Uzunkopru,41.2669,26.6875,Turkey,61485
Rome,34.2661,-85.1862,United States,61537
Garbsen,52.4183,9.5981,Germany,60754
Ban Map Ta Phut,12.7258,101.1722,Thailand,60928
Millcreek,40.6892,-111.8291,United States,61450
Sanford,28.7893,-81.276,United States,61448
Carazinho,-28.2839,-52.7864,Brazil,59417
Hurth,50.8775,6.8761,Germany,60189
Hashimoto,34.3167,135.6,Japan,60885
Burnsville,44.7648,-93.2795,United States,61339
Montauban,44.0181,1.3558,France,60810
Candon,17.2,120.45,Philippines,60623
Hamden,41.3961,-72.9215,United States,61206
Port Charlotte,26.9918,-82.114,United States,61204
Morristown,36.2046,-83.3006,United States,61171
Halton Hills,43.63,-79.95,Canada,61161
Owada,40.6128,141.2058,Japan,61058
Idiofa,-4.9596,19.5986,Congo (Kinshasa),61056
Sonbong,42.3377,130.4027,North Korea,60864
Skhirate,33.85,-7.03,Morocco,59775
Bouafle,6.9903,-5.7442,Côte D’Ivoire,60962
El Carmen de Bolivar,9.7204,-75.13,Colombia,60980
Savona,44.308,8.481,Italy,61057
Lakewood,47.1628,-122.5299,United States,61037
Nahariyya,33.0036,35.0925,Israel,60000
Stralsund,54.3,13.0833,Germany,59421
Gadsden,34.009,-86.0156,United States,60944
Chalkida,38.4625,23.595,Greece,59125
Taylor,42.226,-83.2688,United States,60922
Novi,42.4786,-83.4893,United States,60896
Marietta,33.9533,-84.5422,United States,60867
Montemorelos,25.1872,-99.8267,Mexico,60829
Wesel,51.6586,6.6178,Germany,60357
Tartagal,-22.5,-63.8333,Argentina,60819
Hot Springs,34.4892,-93.0501,United States,60767
Belchatow,51.3667,19.3667,Poland,59025
Tahara,34.6414,137.1831,Japan,60378
Druzhkivka,48.6203,37.5278,Ukraine,59400
Soasio,0.6964,127.436,Indonesia,60611
Batatais,-20.8911,-47.585,Brazil,60589
Autlan de Navarro,19.7667,-104.3667,Mexico,60572
Woodland,38.6712,-121.75,United States,60598
Greifswald,54.0833,13.3833,Germany,59382
Kumertau,52.7667,55.7833,Russia,60164
Koga,33.7333,130.4667,Japan,59111
Rzhev,56.2656,34.3276,Russia,59422
Molfetta,41.2,16.6,Italy,59470
Ponnuru,16.0667,80.5667,India,59913
Belladere,18.85,-71.7833,Haiti,60239
Mossel Bay,-34.1833,22.1333,South Africa,59031
Xo`jayli Shahri,42.4047,59.4517,Uzbekistan,60401
Chichibu,35.9917,139.0856,Japan,60303
Offenburg,48.4708,7.9408,Germany,59646
Bor,37.8833,34.5667,Turkey,60335
Bensalem,40.1086,-74.9431,United States,60370
Langenfeld,51.1167,6.95,Germany,58927
Crotone,39.0833,17.1233,Italy,60010
Commerce City,39.8642,-104.8434,United States,60336
Reston,38.9497,-77.3461,United States,60335
Belebey,54.1,54.1333,Russia,60188
Manhica,-25.4,32.8,Mozambique,60031
Labinsk,44.6333,40.7333,Russia,60164
Shimotsuke,36.3872,139.8422,Japan,59370
Urus-Martan,43.1224,45.5366,Russia,59954
Kapchagay,43.8833,77.0833,Kazakhstan,60100
Suifenhe,44.3945,131.1563,China,60000
Joso,36.0236,139.9939,Japan,59647
Vinukonda,16.05,79.75,India,59725
Linares,38.0833,-3.6334,Spain,59761
Kribi,2.95,9.9167,Cameroon,60000
Chajari,-30.7667,-57.9833,Argentina,60000
Bristol,41.6812,-72.9407,United States,59947
Shirakawa,37.1264,140.2108,Japan,59730
Columbus,39.2093,-85.9183,United States,59897
Asenovgrad,42.0069,24.8756,Bulgaria,59793
Choshi,35.7347,140.8267,Japan,59165
Shuya,56.85,41.3667,Russia,58114
Uriangato,20.1333,-101.1667,Mexico,59305
Huehuetoca,19.8342,-99.2033,Mexico,59721
Bangor,44.8322,-68.7906,United States,59772
Lesosibirsk,58.2333,92.4833,Russia,59525
Tezpur,26.6338,92.8,India,58851
Date,37.8189,140.5631,Japan,59441
Saint-Hyacinthe,45.6167,-72.95,Canada,59614
Narasapur,16.4333,81.6833,India,58770
Agrigento,37.3111,13.5765,Italy,59329
Chibuto,-24.6867,33.5306,Mozambique,58012
Prokhladnyy,43.7575,44.0297,Russia,57883
Niort,46.3258,-0.4606,France,58707
Yara,20.2767,-76.9469,Cuba,59415
Moron,22.1108,-78.6278,Cuba,59371
Kokawa,34.2697,135.3625,Japan,59208
Greenwood,39.6019,-86.1073,United States,59458
Hua Hin,12.5686,99.9578,Thailand,59369
Bartlett,35.2337,-89.8195,United States,59440
Bradenton,27.49,-82.5739,United States,59439
Pontiac,42.6493,-83.2878,United States,59438
Staunton,38.1593,-79.0611,United States,59433
Neu-Ulm,48.3833,10,Germany,58707
Gannan,47.9204,123.51,China,59239
Clay,43.1809,-76.1955,United States,59423
Meriden,41.5367,-72.7944,United States,59395
Aleksandrov,56.3936,38.715,Russia,59328
Togane,35.56,140.3661,Japan,58686
Plymouth,41.8783,-70.6309,United States,59331
Apex,35.7239,-78.8728,United States,59300
Unna,51.5347,7.6889,Germany,58633
Royal Oak,42.5084,-83.1539,United States,59277
Benton Harbor,42.1159,-86.4488,United States,59216
Kattaqo'rg'on Shahri,39.8958,66.2656,Uzbekistan,58950
Kosai,34.7186,137.5317,Japan,58423
Bilhorod-Dnistrovs'kyy,46.1833,30.3333,Ukraine,57210
St. Clair Shores,42.4921,-82.8957,United States,58984
Sandnes,58.85,5.7333,Norway,58694
Des Plaines,42.0345,-87.9009,United States,58899
Lac-Brome,45.2167,-72.5167,Canada,58889
Tokoname,34.8833,136.8333,Japan,57814
Lewiston,44.0915,-70.1681,United States,58802
Jovellanos,22.8106,-81.1981,Cuba,58685
Midland,43.6241,-84.2319,United States,58787
Timargara,34.8281,71.8408,Pakistan,58050
Mikhaylovka,50.0667,43.2333,Russia,57829
Spring,30.0613,-95.383,United States,58756
Lower Merion,40.0282,-75.2807,United States,58735
Izberbash,42.5667,47.8667,Russia,58690
Bowie,38.9569,-76.7409,United States,58643
Kas,36.2018,29.6377,Turkey,58600
Tlaltenango de Sanchez Roman,21.7815,-103.3059,Mexico,58560
Aketi,2.7405,23.78,Congo (Kinshasa),58601
Qaskeleng,43.1983,76.6311,Kazakhstan,58418
Felgueiras,41.3667,-8.1833,Portugal,58065
Motril,36.7453,-3.5206,Spain,58020
Goppingen,48.7025,9.6528,Germany,57558
Lambayeque,-6.7,-79.9,Peru,58276
Tiznit,29.7104,-9.74,Morocco,57705
Iskitim,54.6333,83.3,Russia,56602
Caldwell,43.6453,-116.6591,United States,58481
San Pedro,-24.2196,-64.87,Argentina,58430
Ma'erkang,31.9046,102.2167,China,58437
San Rafael,37.9905,-122.5222,United States,58440
San Fernando,-34.5839,-70.9891,Chile,58367
Euskirchen,50.6597,6.7917,Germany,57975
Serres,41.0833,23.55,Greece,58287
Ishikari,43.1783,141.3067,Japan,58277
Towson,39.3944,-76.619,United States,58347
Nyagan',62.1333,65.3833,Russia,58335
Sirvan,39.9319,48.9203,Azerbaijan,58253
Frankfurt (Oder),52.35,14.55,Germany,57873
Richland,46.2824,-119.2938,United States,58225
Fredericton,45.9636,-66.6431,Canada,58220
St. Peters,38.7824,-90.6061,United States,58212
Tama,34.4919,133.9458,Japan,57631
South Hill,47.1203,-122.2848,United States,58164
Pula,44.8667,13.8333,Croatia,57053
Tikhvin,59.6333,33.5,Russia,58136
Murakami,38.2239,139.4801,Japan,58096
Hendersonville,36.3063,-86.5998,United States,58113
Hamburg,42.7394,-78.8581,United States,58105
Huntersville,35.4058,-80.8727,United States,58098
Mirassol,-20.8189,-49.5208,Brazil,57857
Santee,32.8554,-116.9851,United States,58081
Hameln,52.1031,9.36,Germany,57510
Wagga Wagga,-35.1189,147.3689,Australia,56442
Meleuz,52.9647,55.9328,Russia,58004
Livingston,55.8834,-3.5157,United Kingdom,57030
Avila,40.6543,-4.6962,Spain,57744
Allanmyo,19.3783,95.2279,Burma,57897
Southampton,40.8996,-72.4937,United States,57975
Aleksin,54.5,37.0667,Russia,57892
Narva,59.3792,28.2006,Estonia,57130
Antonio Enes,-16.2308,39.9105,Mozambique,57835
Manchester,41.7753,-72.5242,United States,57955
Berezovskiy,56.9,60.8,Russia,57892
Beckley,37.7878,-81.1841,United States,57942
Samalkot,17.0531,82.1695,India,56864
Alexandroupoli,40.85,25.8667,Greece,57812
Titusville,28.5727,-80.8193,United States,57891
Cartersville,34.1639,-84.8007,United States,57873
Walla Walla,46.067,-118.3366,United States,57860
Orland Park,41.6074,-87.8619,United States,57857
Tikhoretsk,45.85,40.1167,Russia,57771
Kothapet,19.3333,79.4833,India,57583
Kan'onjicho,34.1283,133.6628,Japan,57333
Biala Podlaska,52.0333,23.1167,Poland,57498
Qunghirot,43.0704,58.9,Uzbekistan,57758
Weymouth,42.1984,-70.9466,United States,57746
Ibitinga,-21.7578,-48.8289,Brazil,57649
Moa,20.6397,-74.9175,Cuba,57652
Macherla,16.48,79.43,India,57290
Jerez de Garcia Salinas,22.6481,-102.9903,Mexico,57610
Parker,39.5084,-104.7753,United States,57706
Palm Beach Gardens,26.8466,-80.1679,United States,57704
Ejmiatsin,40.1728,44.2925,Armenia,57500
Krasnotur'insk,59.7733,60.1853,Russia,57514
Bozeman,45.6832,-111.0552,United States,57695
Kandukur,15.2165,79.9042,India,57246
Diriamba,11.85,-86.2333,Nicaragua,57512
Beni Enzar,35.2569,-2.9342,Morocco,56582
Beauvais,49.4303,2.0952,France,56020
Sal'sk,46.4833,41.5333,Russia,57622
Sicuani,-14.2694,-71.2261,Peru,57551
Kojske,42.53,21.1386,Kosovo,57605
East Stroudsburg,41.0023,-75.1779,United States,57577
Minokamo,35.4333,137.0167,Japan,56804
Nova Odessa,-22.7797,-47.2962,Brazil,56764
Taunton,41.9036,-71.0943,United States,57464
Istaravshan,39.9108,69.0064,Tajikistan,57400
Khlong Luang,14.0649,100.6447,Thailand,56128
Midwest City,35.463,-97.3709,United States,57407
Sankt Augustin,50.77,7.1867,Germany,55767
Stolberg,50.7667,6.2333,Germany,56792
Damghan,36.1681,54.3481,Iran,57331
Bobbili,18.5667,83.4167,India,56819
Irpin',50.5167,30.25,Ukraine,56806
Sattenapalle,16.3962,80.1497,India,56721
Krymsk,44.9333,38,Russia,57229
Andradina,-20.8654,-51.3157,Brazil,57250
Goldsboro,35.3778,-77.972,United States,57278
Kudamatsu,34.015,131.8703,Japan,56634
Punta Alta,-38.88,-62.08,Argentina,57209
Tikapur,28.5,81.1333,Nepal,56127
Euless,32.8508,-97.0799,United States,57197
Gorlitz,51.1528,14.9872,Germany,56324
Pacos de Ferreira,41.2833,-8.3833,Portugal,56340
Eschweiler,50.8167,6.2833,Germany,56385
Vrindavan,27.5806,77.7006,India,56618
Ribnita,47.7664,29.0006,Moldova,56988
Opava,49.9381,17.9044,Czechia,56450
Meerbusch,51.2667,6.6667,Germany,56189
General Pico,-35.6667,-63.7333,Argentina,57029
Manhattan,39.1886,-96.6046,United States,57046
Shoreline,47.7564,-122.3426,United States,57027
Neryungri,56.6583,124.725,Russia,57009
Piscataway,40.5467,-74.4636,United States,56931
Nova Vicosa,-17.8919,-39.3719,Brazil,55980
Brentwood,51.6204,0.305,United Kingdom,54885
Clacton-on-Sea,51.7918,1.1457,United Kingdom,56874
Cruzeiro do Sul,-7.63,-72.67,Brazil,56862
Acambay,19.9539,-99.8431,Mexico,56847
Nogata,33.7439,130.7297,Japan,55937
Lake Havasu City,34.5006,-114.3113,United States,56820
Garzon,2.2104,-75.65,Colombia,56603
Waiblingen,48.8303,9.3169,Germany,55449
Taquaritinga,-21.4058,-48.505,Brazil,56587
Bertioga,-23.8539,-46.1389,Brazil,56555
Smyrna,33.8633,-84.5168,United States,56666
Tonsberg,59.2981,10.4236,Norway,56293
Frydek-Mistek,49.6881,18.3536,Czechia,55557
Toki,35.3525,137.1833,Japan,56133
Jackson,40.098,-74.3579,United States,56614
Taybad,34.74,60.7756,Iran,56562
Cape Girardeau,37.3108,-89.5597,United States,56551
Amealco,20.1881,-100.1439,Mexico,56457
Hassa,36.8,36.53,Turkey,56409
Hohoe,7.149,0.4746,Ghana,56202
Amarante,41.2667,-8.0833,Portugal,56264
Belampalli,19.0558,79.4931,India,55841
Bayan Hot,38.839,105.6686,China,56387
Narutocho-mitsuishi,34.1667,134.6167,Japan,56007
Hidaka,35.9078,139.3392,Japan,55241
Xinqing,48.2363,129.5059,China,55415
Blainville,45.67,-73.88,Canada,56363
Gulariya,28.2331,81.3331,Nepal,55747
Registro,-24.4878,-47.8439,Brazil,56280
Antratsyt,48.1167,39.0833,Ukraine,54640
Vranjak,42.3994,20.6547,Kosovo,56208
Xanthi,41.1333,24.8833,Greece,56122
Zarrin Shahr,32.3894,51.3764,Iran,55984
Lozova,48.8892,36.3161,Ukraine,55827
Khan Shaykhun,35.4419,36.6508,Syria,55843
Kazanlak,42.6167,25.4,Bulgaria,56047
Vorkuta,67.5,64.0333,Russia,56088
Katerini,40.2667,22.5,Greece,55997
Parachinar,33.8992,70.1008,Pakistan,55685
Bhimunipatnam,17.8864,83.4471,India,55082
Hyeres,43.1199,6.1316,France,55588
Canterbury,51.28,1.08,United Kingdom,55240
Boituva,-23.2833,-47.6722,Brazil,55725
Portimao,37.1333,-8.5333,Portugal,55614
Volzhsk,55.8667,48.35,Russia,54519
Changling,44.27,123.99,China,55841
Grants Pass,42.4333,-123.3317,United States,55837
Blue Springs,39.0124,-94.2721,United States,55829
Xiva,41.3783,60.3639,Uzbekistan,55568
Porirua,-41.1333,174.85,New Zealand,55500
Gus'-Khrustal'nyy,55.6167,40.65,Russia,54533
Martin,49.0636,18.9214,Slovakia,54978
Southaven,34.9514,-89.9787,United States,55780
Annaka,36.3264,138.8872,Japan,55578
Umm Ruwaba,12.9058,31.2156,Sudan,55742
Tinley Park,41.567,-87.805,United States,55773
Apatity,67.5675,33.3933,Russia,55713
Chino,35.9956,138.1589,Japan,55531
Azul,-36.7833,-59.85,Argentina,55728
Diamond Bar,33.9991,-117.8161,United States,55720
Pittsfield,42.4517,-73.2605,United States,55697
Eagle Pass,28.7125,-100.484,United States,55686
Aran Bidgol,34.0578,51.4842,Iran,55651
Monte Mor,-22.9467,-47.315,Brazil,55409
Lenexa,38.9609,-94.8018,United States,55625
Corby,52.4914,-0.6965,United Kingdom,54927
Hazleton,40.9504,-75.9724,United States,55604
Abington,40.1108,-75.1146,United States,55573
Sakurai,34.5189,135.8519,Japan,55005
Twin Falls,42.5645,-114.4615,United States,55556
Brookhaven,33.8744,-84.3314,United States,55554
Schweinfurt,50.05,10.2333,Germany,54032
Batac,18.0554,120.5649,Philippines,55201
Baden-Baden,48.7619,8.2408,Germany,55123
Novato,38.092,-122.5576,United States,55516
Tigard,45.4237,-122.7845,United States,55514
Aurora,44,-79.4667,Canada,55445
Highland,34.1113,-117.1654,United States,55417
Langenhagen,52.4394,9.74,Germany,54631
Dearborn Heights,42.3164,-83.2769,United States,55353
Puttur,13.45,79.55,India,54092
New Plymouth,-39.0578,174.0742,New Zealand,55300
Hattingen,51.3992,7.1858,Germany,54562
Bad Homburg,50.2292,8.6105,Germany,54248
Pombal,39.9162,-8.6279,Portugal,55217
Grapevine,32.9343,-97.0744,United States,55281
Hervey Bay,-25.2853,152.8728,Australia,54674
Amalapuram,16.5833,82.0167,India,53231
Fond du Lac,43.7718,-88.4396,United States,55209
Punganuru,13.3667,78.5833,India,54746
Nandod,21.8704,73.5026,India,54923
Apple Valley,44.7457,-93.2006,United States,55135
Qiryat Gat,31.6061,34.7717,Israel,55000
Chicopee,42.1764,-72.5719,United States,55126
Zhushan,23.6889,120.7289,Taiwan,54870
Camaqua,-30.8511,-51.8122,Brazil,53169
Wesley Chapel,28.2106,-82.3238,United States,55046
Narbonne,43.1836,3.0042,France,54700
Tequisquiapan,20.5206,-99.8958,Mexico,54929
Cathedral City,33.8363,-116.4642,United States,55007
La Roche-sur-Yon,46.6705,-1.426,France,54372
San Cristobal Verapaz,15.365,-90.4792,Guatemala,54704
Porto Ferreira,-21.8539,-47.4789,Brazil,54761
Hacienda Heights,33.997,-117.9728,United States,54970
Funato,34.2564,135.3111,Japan,53566
Vannes,47.6559,-2.7603,France,53352
Delano,35.767,-119.2637,United States,54917
Bentonville,36.3546,-94.2306,United States,54909
Stonecrest,33.6842,-84.1372,United States,54903
Kettering,39.6957,-84.1495,United States,54855
Canlaon,10.3833,123.2,Philippines,54509
Sarpsborg,59.2839,11.1096,Norway,54678
Colton,34.0538,-117.3254,United States,54824
Pulheim,51,6.8,Germany,54071
Kingston,41.9295,-73.9968,United States,54791
Ostroleka,53.0833,21.5667,Poland,52900
Hanyu,36.1728,139.5486,Japan,53870
Mutsu,41.2931,141.1831,Japan,54721
Chota,-6.5614,-78.6486,Peru,54611
Lingen,52.5233,7.3172,Germany,54422
Bad Salzuflen,52.0875,8.7506,Germany,54127
West Haven,41.2739,-72.9672,United States,54620
El Banco,9.0003,-73.98,Colombia,54522
St. Cloud,28.2294,-81.2829,United States,54579
Sertolovo,60.15,30.2,Russia,54497
Chivilcoy,-34.9,-60.0167,Argentina,54514
Cholet,47.06,-0.8783,France,53917
Rotorua,-38.1378,176.2514,New Zealand,54500
Sao Jose do Rio Pardo,-21.5958,-46.8889,Brazil,54388
Kotka,60.4667,26.9458,Finland,54319
Kavala,40.9396,24.4069,Greece,54027
Normal,40.5218,-88.9881,United States,54469
Palmaner,13.2,78.75,India,54035
Qing'an,46.8719,127.5118,China,53206
Chiquinquira,5.6204,-73.8199,Colombia,53975
Itupeva,-23.1531,-47.0578,Brazil,54128
Tarma,-11.4167,-75.6833,Peru,54078
Jalor,25.35,72.6167,India,54081
Zarafshon Shahri,41.5667,64.2,Uzbekistan,54300
Vikarabad,17.33,77.9,India,53143
Guillermo E. Hudson,-34.7903,-58.1486,Argentina,52697
Hashtpar,37.7992,48.9053,Iran,54178
Union,42.1258,-76.0329,United States,54250
Siena,43.3183,11.3314,Italy,53772
Ruteng,-8.6118,120.4698,Indonesia,53976
Tokmok,42.839,75.291,Kyrgyzstan,53231
Wayne,40.9481,-74.2453,United States,54190
Ban Om Noi,13.7001,100.3241,Thailand,52457
Zhigulevsk,53.4,49.5,Russia,53407
Arroyo Grande,35.1241,-120.5845,United States,54177
Progreso,21.28,-89.67,Mexico,53958
Minnetonka,44.9322,-93.4598,United States,54064
Jagtial,18.8,78.93,India,53213
Dholka,22.72,72.47,India,53792
Milford,41.2256,-73.0616,United States,54047
Shali,43.15,45.9,Russia,53807
La Lima,15.433,-87.917,Honduras,53492
Liski,50.9822,39.4994,Russia,53897
Tuni,17.35,82.55,India,53425
Yucaipa,34.0336,-117.0429,United States,53921
Markala,13.6704,-6.07,Mali,53738
